100	990000	94445.2
121	1.43e+06	110703
144	2.02e+06	126963
169	2.77e+06	141517
196	3.72e+06	152845
225	4.88e+06	158068
256	6.31e+06	152591
289	8.01e+06	126253
324	1.007e+07	147970
361	1.245e+07	136006
400	1.527e+07	157883
441	1.853e+07	111978
484	2.231e+07	133281
529	2.661e+07	149693
576	3.152e+07	133752
625	3.708e+07	143783
676	4.336e+07	149367
729	5.039e+07	141943
784	5.82e+07	121491
841	6.698e+07	145188
900	7.664e+07	149367
961	8.735e+07	139562
1024	9.913e+07	92428.9
1089	1.1208e+08	129898
1156	1.2626e+08	153011
1225	1.4177e+08	120694
1296	1.5861e+08	110308
1369	1.7693e+08	145860
1444	1.9678e+08	147755
1521	2.1831e+08	121012
1600	2.4151e+08	114105
1681	2.6682e+08	161517
1764	2.9385e+08	155812
1849	3.225e+08	136931
1936	3.5324e+08	149340
2025	3.8657e+08	154710
2116	4.2217e+08	137081
2209	4.5968e+08	65556.1
