10000	8.50937e+07	-nan
12100	1.05108e+08	-nan
14400	1.26681e+08	-nan
16900	1.52704e+08	-nan
19600	1.794e+08	-nan
22500	2.06665e+08	-nan
25600	2.38141e+08	-nan
28900	2.72118e+08	-nan
32400	3.08271e+08	-nan
36100	3.49651e+08	-nan
40000	3.88415e+08	-nan
44100	4.31034e+08	-nan
48400	4.79648e+08	-nan
52900	5.28524e+08	-nan
57600	5.79965e+08	-nan
62500	6.34118e+08	-nan
67600	6.91649e+08	-nan
72900	7.53654e+08	-nan
78400	8.15247e+08	-nan
84100	8.82445e+08	-nan
90000	9.48708e+08	-nan
96100	1.01832e+09	-nan
102400	1.09469e+09	-nan
108900	1.17003e+09	-nan
115600	1.25156e+09	-nan
122500	1.33565e+09	-nan
129600	1.41414e+09	-nan
136900	1.51037e+09	-nan
144400	1.60229e+09	-nan
152100	1.69708e+09	-nan
160000	1.7943e+09	-nan
168100	1.89299e+09	-nan
176400	1.988e+09	-nan
184900	2.09901e+09	-nan
193600	2.21308e+09	-nan
202500	2.323e+09	-nan
211600	2.43094e+09	-nan
220900	2.55046e+09	-nan
230400	2.67828e+09	-nan
240100	2.7955e+09	-nan
250000	2.92634e+09	-nan
260100	3.0432e+09	-nan
270400	3.18518e+09	-nan
280900	3.31444e+09	-nan
291600	3.46034e+09	-nan
302500	3.59826e+09	-nan
313600	3.73826e+09	-nan
324900	3.89239e+09	-nan
336400	4.04057e+09	-nan
348100	4.20719e+09	-nan
360000	4.36014e+09	-nan
372100	4.52388e+09	-nan
384400	4.68165e+09	-nan
396900	4.84634e+09	-nan
409600	5.02207e+09	-nan
422500	5.22863e+09	-nan
435600	5.3583e+09	-nan
448900	5.53006e+09	-nan
462400	5.71165e+09	-nan
476100	5.9178e+09	-nan
490000	6.10796e+09	-nan
504100	6.28927e+09	-nan
518400	6.47354e+09	-nan
532900	6.68599e+09	-nan
547600	6.9128e+09	-nan
562500	7.12584e+09	-nan
577600	7.34589e+09	-nan
592900	7.54182e+09	-nan
608400	7.7428e+09	-nan
624100	7.96301e+09	-nan
640000	8.2172e+09	-nan
656100	8.43584e+09	-nan
672400	8.66101e+09	-nan
688900	8.88939e+09	-nan
705600	9.11152e+09	-nan
722500	9.37259e+09	-nan
739600	9.6298e+09	-nan
756900	9.87217e+09	-nan
774400	1.01109e+10	-nan
792100	1.03716e+10	-nan
810000	1.06457e+10	-nan
828100	1.09294e+10	-nan
846400	1.11873e+10	-nan
864900	1.14456e+10	-nan
883600	1.17101e+10	-nan
902500	1.19739e+10	-nan
921600	1.22816e+10	-nan
940900	1.25624e+10	-nan
960400	1.28188e+10	-nan
980100	1.31138e+10	-nan
1000000	1.34049e+10	-nan
1020100	1.37328e+10	-nan
1040400	1.4021e+10	-nan
1060900	1.43845e+10	-nan
1081600	1.46956e+10	-nan
1102500	1.49875e+10	-nan
1123600	1.53532e+10	-nan
1144900	1.56644e+10	-nan
1166400	1.59599e+10	-nan
1188100	1.62693e+10	-nan
1210000	1.66074e+10	-nan
1232100	1.69577e+10	-nan
1254400	1.73409e+10	-nan
1276900	1.76888e+10	-nan
1299600	1.80272e+10	-nan
1322500	1.83758e+10	-nan
1345600	1.87775e+10	-nan
1368900	1.90815e+10	-nan
1392400	1.94748e+10	-nan
1416100	1.98834e+10	-nan
1440000	2.02185e+10	-nan
1464100	2.05697e+10	-nan
1488400	2.10021e+10	-nan
1512900	2.13719e+10	-nan
1537600	2.17972e+10	-nan
1562500	2.22301e+10	-nan
1587600	2.2626e+10	-nan
1612900	2.31554e+10	-nan
1638400	2.36279e+10	-nan
1664100	2.39285e+10	-nan
1690000	2.43668e+10	-nan
1716100	2.4695e+10	-nan
1742400	2.51192e+10	-nan
1768900	2.5546e+10	-nan
1795600	2.60305e+10	-nan
1822500	2.64445e+10	-nan
1849600	2.68395e+10	-nan
1876900	2.73768e+10	-nan
1904400	2.78148e+10	-nan
1932100	2.82537e+10	-nan
1960000	2.86775e+10	-nan
